publishedAt,authorDisplayName,textDisplay,likeCount
2024-06-02T04:19:40Z,@hairufahiz4920,"Netanyahu boneka Amerika dan Inggris ,merekalah yg harus bertanggung jawab.",0
2024-06-02T04:18:26Z,@nendenyuhaeni9542,"Yaa Alloh  tolong segera akhiri  kebiadaban ini dgn  kehancuran  pada isriwil  , hancurkan mereka dan seluruh   pendukungnya   dgn  sehancur&quot;nya ya Alloh aamiin",0
2024-06-02T04:17:30Z,@hairufahiz4920,Israel itu fiaun masa kini .,0
2024-06-02T04:15:52Z,@RajaDopamin,"Narasumber ini hanya tau yang di permukaan! namun sudah cukup memberitahukan kebiadaban negara syet4n,  grand plan bangs4t isr4el jelas berasal dari anjingrika dan anteknya, yang tidak mau hegemoni dunia bergeser ke tiongkok dan russia! sungguh menyedihkan saudara seiman dan kemanusian kita jadi korban medan per4ng. semoga langkah presiden kita serta pak prabowo bisa mendapatkan solusi, karena jika terus di biarkan, mari kita sambut WW3.",0
2024-06-02T04:15:21Z,@user-rh5pi4oz6e,❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤,0
2024-06-02T04:14:38Z,@fajarpurnomop,"if you struggle,your not alone",0
2024-06-02T04:13:20Z,@chandra-vl4xe,ratakan rafah,0
2024-06-02T08:27:41Z,@AnisaDewii-yw5uz,"Ratakan? Sekali&quot; otak di pake, lu manusia bukan gak manusiawi bgt jadi orang",0
2024-06-02T04:12:25Z,@oum_omar17,"Bang Dedy,, kenapa sampai Israel menganggap orang palestina dianggap bukan manusia,, jawabnya karena penglihatan Israel itu penglihatan  iblis",0
2024-06-02T04:09:45Z,@zacklaijan3307,bangsa pilihan TUHAN 🇮🇱🇮🇱🇮🇱 4 life🔥🔥,0
2024-06-02T04:09:28Z,@muhammadyasin558,Vampire from Israel,0
2024-06-02T04:06:49Z,@FairuzEva-ow7jd,Saya salut om Dedi berani mengangkat tema ini. Cuma mohon panggilan elu utk ustadz Husein di rubah ya. Mas kek.. Atau ustadz.. <br>Ini adalah masalah etika atau akhlak seorang muslim kpd saudara muslimnya.. Oke tq,0
2024-06-02T04:05:54Z,@supriyatna8677,"Klo ada netizen indo masih pro ke israrl,fix mereka bukan real dukung ,tapi meraka pbenci islam , yag ga bisa bebas menghina islam di dlm negeri,  mereka buta fakta bahwa korban di gazza bukan hanya muslim",3
2024-06-05T01:29:13Z,@Hamasyahidmuhmad,"setujunya seribu persen,,bukan cma di indonesia ini berlaku untuk semua umat kristen di dunia,,semua yang dukung israel alasanya cuma satu,,,krena mereka benci islam....",0
2024-06-05T02:01:41Z,@supriyatna8677,"@@Hamasyahidmuhmad malah mereka orang LN yg atheis bersimpati dengan palestina atas dasar kemanusiaan , ini lebih manusia",0
2024-06-02T04:05:15Z,@sitishofiyah840,Free free Palestine,1
2024-06-02T04:04:30Z,@sitishofiyah840,Israil Zionis itu teroris stress. La&#39;natullooh.,0
2024-06-02T04:04:27Z,@dinahariyani5980,Wallahi yg kita lihat di media sosial itu belum seberapa dari apa yang terjadi di Palestine 😭💔,0
2024-06-02T04:04:17Z,@SuyanaYana-ih6up,"Coba undang si abu janda masbrooo duet ma Husein, soalnya di podcast sebelah dia belain israhel bgt gtu..",0
2024-06-02T04:04:09Z,@Ngajakribut666,"Kenapa semua orang islam ga peranng aja si sama Israel, chaos chaos lah gapapa",0
2024-06-02T04:01:06Z,@ikhtiarasofi5065,hasbunallah wanikmal wakil,0
2024-06-02T04:00:41Z,@ForEntertainment-gu7jm,"Saat Mas Husein menyampaikan bahwa Israel tidak akan memperbesar wilayah jajahannya karena Gaza belum berhasil ditaklukkan, harusnya kita sebagai negara lain berterima kasih sama Allah dan rakyat Gaza yang udah berjuang. Coba bayangin kalau mereka menyerah begitu aja, ga menutup kemungkinan Israel ini melakukan genocide ke luar wilayah palestine. Bukan berarti saya mengorbankan nyawa masyarakat Palestina demi keamanan diri sendiri, tapi saya sampaikan ini karena masih ada saja orang Indonesia yang merendahkan pilihan saudaranya untuk membela Palestina dengan dalih &quot;Pikirin noh masalah negara sendiri daripada mikirin negara lain&quot;. Dan teman-teman, kalo sekarang kita bantu negara lain disaat mereka lagi susah, ga menutup kemungkinan kalau suatu saat nanti kita  di masa sulit dibantu juga sama negara lain karena sikap dermawan kita.",0
2024-06-02T03:58:00Z,@user-nx6zn2sj9n,"Free palestin,kasian derita sprtih tiada ahkir oleh orang² zionis yg gk pnya hati, trutama anak² dan ibu² yg lemah,❤️❤️",0
2024-06-02T03:57:56Z,@abudaud743,Assalamualaikum bang Dedi<br>Alhamdulillah akhirnya undang ustadz Husein Gaza<br>Free Palestina,0
2024-06-02T03:57:49Z,@HasbullohJr,"<a href=""https://www.youtube.com/watch?v=0cbvR_8Xtrk&amp;t=3301"">55:01</a> pesan warga Gaza",1
2024-06-02T03:57:15Z,@hariatizayyan4518,Nyetanyahu konsumsi suplemen apa sampe sekuat itu? Ajaib,0
2024-06-02T08:28:59Z,@AnisaDewii-yw5uz,Kita doakan aja semoga segera di panggil sama sang pencipta bung. Biar lenyap dari bumi ini,0
2024-06-02T03:55:56Z,@adrianbachri9279,"Resiko dari pemikiran yang menganggap bahwa manusia itu sama dengan hewan.. Ujung-ujungnya jadi pembantaian, karena hukum rimba lah yg diyakininya..",0
2024-06-02T03:55:50Z,@alma-nd4mc,"Mantaaap,,, nanti dirimu yg di kuliti akibat mulut busukmu propokasi,,husen husen",0
2024-06-02T03:55:15Z,@gembilgembull,Free Palestine,0
2024-06-02T03:55:13Z,@abdhilah,"doa,pembaikotan,sisihkan sedikit rezeki untuk mereka,bersuara dimedsos,hanya itu kemampuan yg kami bisa.semoga hujjah ini bisa menolong kita di hadapan Allah kelak yaitu dipengadilan akhirat.",0
2024-06-02T04:36:17Z,@mieayam8213,"Boikot medsos pro israel kaya youtube,ig,wa,facebook dll<br>Dengan memakai produk itu sama ja kita menyumbang peluru buat amerika dan israel",0
2024-06-02T03:50:58Z,@infinixhot11play53,Apakah orang pinter2 di negara amrika orang keturunan yahudi...sehingga mereka membela israil,0
2024-06-02T03:48:07Z,@kusumastono1319,Keren Oom Husein,0
2024-06-02T03:47:36Z,@5thcal_,"Maaf, Suaranya Kekecilan. Aku gak bisa dengar dengan Jelas. Padahal sangat Penting. Aku cek di Konten yang lain semua jelas. kecuali yang Ini. ini tidak jelas sama sekali",0
2024-06-02T03:44:31Z,@isaldazee6960,Aneh ya klo membahas tentang palestina lebih sedikit yg nonton dari pada berita tentang Vina apakah segini doank orng yg peduli palestine di Indonesia😢😢😢,0
2024-06-02T03:43:41Z,@donikastutik4250,Betul .kadang suka heran sama nitizen wakanda yg masih membela Zionis Israel...itu orang apa otaknya psikopat...semoga Palestina segera mendapat kan kemerdekaan,1
2024-06-02T03:40:04Z,@rajapanjaitan3438,Husein tanah perjanjian itubadalah tanah kanaan tanah yang dujanjikan Tuhan kepada moyangnya Israel.penghuni Palestina sekarang adalah suku Filistin yangsudah punah berasal dari Yunani antara ĺain yang bernama Goliat yangvdikalahkan Daud. Sedangkan orang palestuna sekarang berasal dari negara Arab yang semakin lama semakin  banyak dan semakin mengaku mereka adalah penduduk asli Palestina.,0
2024-06-02T03:39:58Z,@vinkarosana,Buzzer2 yg membela israel itu islamofobia...dan islamofobia kebanyakan dr indonesia n india. Sedangkan non muslim di eropa n amerika sudah terbuka hati dan pikirannya buat dukung palestine...cm islamofobia di indonesia n india ini yg hatinya ky netanyahu,0
2024-06-02T03:37:53Z,@titauna4815,Makany nabi berwasiat/mewariskan ku tinggalkan 2 hal untuk d pedomani. Makany nabi melarang umatny bodoh. Sekarang tidak menjalankan malah mnjadi ahli debat dan mnjadi bodoh dgn berdebat. Gak bisa apa2 ktika israel berbuat semena2. Yg kaya takut miskin lebih sayang hartany tak ada yg mw mnjadi 1 dan bersatu. Buktiny takut sama israel sm sekutuny drpd kuasa allah.,0
2024-06-02T03:35:13Z,@RiyoLiyo656,Here,0
2024-06-02T03:31:54Z,@maiharini9608,"Apapun ttg palestina, donasi, berita dsb, kita percayakan saja sama ustadz M  Hosen Gaza, beliau ga pernah bohong ttg hal ini. Semoga beliau dan keluarganya  selalu dilindungi Allah SWT. Aamiin...",244
2024-06-02T14:41:15Z,@ImamBudianto-ry7eb,Aamiin ya Allah,4
2024-06-03T11:19:28Z,@AMMARMUHAMMADHILMYZAYDAN,Aamiin allahumma aamiiin,1
2024-06-03T13:15:55Z,@fibyuliardijal2541,Ga mungkin ga pernah bohong,0
2024-06-03T13:19:16Z,@LLy_v,"​@@fibyuliardijal2541Baca baik2 komenan nya !! Nggak pernah bohong dalam hal tentang palestine, kalau hal yg lain yaa beda urusan.",2
2024-06-03T14:08:49Z,@SepakBola-ke3bz,@@fibyuliardijal2541 Liat konteks biar gk salah ngomong,1
2024-06-02T03:30:41Z,@putritunggal3466,Org Israel aja masih ada yg peduli di palestina tapi org nonis di Indonesi ihh parah dukung mati isral itu🤮🤮🤮,0
2024-06-02T05:11:24Z,@rafiandopratama1652,Islamophobia itumah,0
2024-06-02T03:28:54Z,@diyananisah6299,Ini baru Narasumber yang tepat untuk pembahasan kondisi dan perjuangan Palestina bukan babeh haikal yang hahhhhhh bisa simpulkan masing² ya.,0
2024-06-02T03:24:22Z,@bledug4246,"Kemerdekaan Palestina sdh didepan mata,bertahanlah saudaraku muslim Palestine,andalah penghuni surga paling duluan tinggal disana,HIDUP PALESTINA,HIDUP MASJID L AQSA ,FREE PALESTINE 🇪🇭🇪🇭🇪🇭🇪🇭🇮🇩🇮🇩🇮🇩🇮🇩",0
2024-06-02T03:23:32Z,@KarjoFamioa,"Salut bgt yaa d gaza aj toleransinya tinggi, gereja aj dijaga prajurit2 muslim. Knp d indo msh ada aj org yg mw ibadah dibubarin 😥",0
2024-06-02T03:32:57Z,@yusuftarigan5470,Jangan heran. Di indo aja masih pada bela israhell kok dan membenarkan perlakuan mereka hanya karena sensi terhadap 1 golongan. Jadi pasti ada aja orang2 yang lari dari kebaikan ajaran agamanya mas8ng2m,0
2024-06-02T03:22:59Z,@user-rz1zz9op6h,Free palestin free palestin allahuakbar merdeka,0
2024-06-02T03:20:45Z,@Biyah-qf2mw,jangan sampe kita lelah menyuarkan  ke bebasan palestine,0
2024-06-02T03:20:28Z,@tetihaikal374,Dukung trus sampe Palestine merdeka,0
2024-06-02T03:19:59Z,@tetihaikal374,I&#39;m stand with Palestine,0
2024-06-02T03:17:35Z,@mirayamaide9530,"Keren om ded ngundang ustd husein.pembahasannya bagus bgt,saking bagusnya waktu cepet bgt berlalu,kurang lama om ded ngobrol nya...❤❤❤",0
2024-06-02T03:17:15Z,@lynatania918,"Koq pulang ke Indo, ga ikut jihat di gaza??",0
2024-06-02T03:34:53Z,@yusuftarigan5470,Untunglah. Jadi beliau bisa memaparkan kepada orang2 yang otaknya busuk yg masih mengindahkan genosida fakta2 genosida si Palestina sana.,0
2024-06-02T03:17:03Z,@UPTDPAKBSuralaga,"Jujur om sebenernya capek liatnya, anak² jd korban, warga sipil yg ndk bisa ngapa²in jd korban, capek sama diri sendiri kenapa ndk bisa bantu, tp terima kasih buat podcast ini kalau apappun yg kami lakukan dengan bentuk sekecil apapun, even share berita, boikot produk, itu amat sangat berarti untuk membuka mata orng² yg masih abai sama apapun yg terjadi di palestina",0
2024-06-02T03:14:00Z,@warga62plus,Dalam kitab black T4lmud bangss isrel menganggap diluar rasnya ada binatang. Jadi jgn heran.,0
2024-06-02T03:11:43Z,@hariyatihani5337,"di noted ucapan om Ded, siapa yg berkuasa yg pegang remote.. berlaku unt di semua negri. <br>Kekuasaan adl ujian sekaligus amanah.",0
2024-06-02T03:11:31Z,@TheNot4bhe,Free Palestina❤,0
2024-06-02T03:11:10Z,@muhctaransori1739,Nara sumber yang tepat sebagai pelaku . Jangan jadikan abu janda jadi nara sumber yg oon,0
2024-06-02T03:07:35Z,@pencarikebenaran1909,Kita doakan aja. Semoga kejadian Film Civil War beneran terjadi di Amerika 🤲🏻🤲🏻,0
2024-06-02T03:06:52Z,@trissulastrichanel4757,Aku minyak perbincangan ini..sakit di hati berasa banget 😭😢,0
2024-06-02T03:00:10Z,@miracle805,Kalau soal kemanusiaan bgmn yg dibilang abu janda ketika arab membantai yaman kita diam aja,0
2024-06-02T03:36:11Z,@yusuftarigan5470,Template banget sih komenanmu. Intinya apa yg terjadi di rafah itu genosida. Bisa gak sih otak2 kayak kalian ini berjalan normal gitu?,0
2024-06-02T05:32:22Z,@miracle805,@@yusuftarigan5470 lah itu kan manusia yg dibantai. Muslim lg knp mulut mu diam dan ga membela yaman,0
2024-06-02T06:30:49Z,@yusuftarigan5470,@@miracle805 lah tau darimana gak membela yaman? Lagian andilmu apa disitu? Hanya provokstor saja kayak abu janda? Kaum2 kalian memang begutu ya? Heboh banget. Rugi apa kalian kalau ada yg membela palestina? Kalian gak makan gitu? Provokatif sekali komennya. Template lagi. Aneh,0
2024-06-02T08:20:09Z,@miracle805,"@@yusuftarigan5470 jawab aja sana statment abu janda, kok jd marah ke saya. Kalau mau bantu msh ada saudara kita di papua msh bnyk yg butuh pertolongan. Ga kau lht konten babon santoso. Apa krn papua minoritas mknya kita  ogah2 an ya. Tp namanya kemanusiaan😆😆",0
2024-06-02T08:28:56Z,@yusuftarigan5470,@@miracle805 lagian lucu banget komennya &quot;kalau mau bantu msh ada bla bla bla...&quot; hey... jangan paksa orang utk apa yg mau dilakkukannya. Kalau kau mau ya kau kerjakan. Kalau kau kerjakan juga gak ada juga yg ngelarang kau.,0
2024-06-02T02:59:29Z,@AHChannel90,"Makasih mas husen dan om ded, lgsg dari pakar nya",0
2024-06-02T02:57:19Z,@user-sz2wg3jt8v,"Liga Negara-Negara Arab (Arab: جامعة الدول العربية, translit. Jāmiʻah ad-Duwal al-ʻArabiyyah) atau Liga Arab (Arab: الجامعة العربية, translit. al-Jāmiʻah al-ʻArabiyyah), adalah sebuah organisasi yang terdiri dari negara-negara Arab (bandingkan dengan dunia Arab). Organisasi ini didirikan pada 22 Maret 1945 oleh tujuh negara, tetapi saat ini Liga Arab dikendalikan oleh Libya yang bukan pendiri Liga Arab. Piagamnya menyatakan bahwa Liga Arab bertugas mengkoordinasikan kegiatan ekonomi, termasuk hubungan niaga; komunikasi; kegiatan kebudayaan; kewarganegaraan, paspor, dan visa; kegiatan sosial; dan kegiatan kesehatan. Piagam Liga Arab juga melarang para anggota untuk menggunakan kekerasan terhadap satu sama lain.[2] Markas Liga Arab berada di Kairo.",0
2024-06-02T02:56:43Z,@Hasnurridha,trimakasih ustadz husein dan om ded. Semoga semakin banyak orang tersadar,1
2024-06-02T02:56:24Z,@user-ev7fq4ez9e,Aku suka konten nya keren<br><br>Dasar Israel penghisap darah selalu haus darah tempatmu di neraka kekal abadi di dlm nya<br><br>Palestina menderita di dunia tp bahagia di akhirat surga tempat nya abadi disana,1
2024-06-02T02:54:49Z,@RikiSandra-ys3tb,Free...Free...Free...Palestine 🇵🇸🇵🇸🇵🇸.Allahu Akbar,0
2024-06-02T02:53:24Z,@4n991T,Coba donk orang Kristen Indonesia yg mengaku Agama Kasih? Apa sebagian besar kalian masih berada di pihak Zionist Israel?,0
2024-06-02T02:49:12Z,@Ratnajuwita2705,Sdh dua x israel buat kehancuran ga ada ke 3 x nya itu janji Alloh swa...kekak ummat muslim ya akan membantainya mrk akan dikejar sampai kelubang semut sekalipun,0
2024-06-02T02:48:37Z,@Sitisapuroh14,Coba undang ustadz Rahmat Baequni om,0
2024-06-02T02:47:26Z,@febrifebri2931,"Alhamdulillah konten yg slama ini kita tgu2 , nara sumber yg terpercaya ust Husein gaza . Sukron Bang Dedy 🙏",7
2024-06-02T02:46:39Z,@bengkelmobiltulungagung,Spionase ini gmn pak Prabowo Indonesia bisa berbuat apa buat soudara muslim kami,0
2024-06-02T02:39:56Z,@helmyh,"<a href=""https://www.youtube.com/watch?v=0cbvR_8Xtrk&amp;t=860"">14:20</a> rekonsiliasi hamas fatah 🤝<br>Tanah Para Nabi",0
2024-06-02T02:39:34Z,@user-sz2wg3jt8v,"Sejarah:<br><br>Inggris sebagai penguasa sebagain besar daerah Arab pada abad ke 19 menyadari bahwa di Arab telah tumbuh Pan Arabisme. Inggris menyadari hal ini dengan membantu Arab untuk melakukan gerakan revolusi melawan Kesultanan Usmaniyah yang merupakan lawan dari Inggris pada Perang Dunia Pertama. Inggris berjanji mereka akan membantu bangsa Arab untuk membentuk sebuah negara persatuan dibawah kepemimpinan Hussein bin Ali di Mekkah.<br>Kemudian pada tahun 1943, Mesir memprakarsai gerakan Liga Arab. Tujuan Liga Arab ini untuk mempererat persahabatan Bangsa Arab, memerdekakan negara di kawasan Arab yang masih terjajah, mencegah berdirinya negara Yahudi di daerah Palestina dan membentuk kerjasama dalam bidang politik, militer, dan ekonomi.",0
2024-06-02T02:37:56Z,@user-nv7wi1zx1u,Israel sedang menggali kubur nya sendiri seluruh di mata dunia mengutuk nya,0
2024-06-02T02:35:53Z,@no_name8112,Kesalahan israel adalah mengeluarkan statemen layaknya semua orang di dunia ini bodoh sehingga dengan tololnya bilang ini kesalahan dan ketidak sengajaan yang berulang😂😂,0
2024-06-02T02:35:09Z,@ristifebrita2220,"Kan zionis alasannyamenyerang hamas, akhirnya warga sipil yang terkena genosida, kenapa hamas tidak muncul untuk menghentikan ini. .",0
2024-06-02T02:35:00Z,@radhikaprasantyo1401,"stop genoside ,, free palestine ...",0
2024-06-02T02:32:08Z,@kartonodinatadinata3506,Kita hanya bercerita dan berbicara... Maafkan kami Palestin.. Ampuni kami ya ALLOH 😭😭😭😭😭😭😭😭,0
2024-06-02T02:30:54Z,@user-dn8ic1nn6g,😢,0
2024-06-02T02:28:21Z,@cyberaccount4801,"Membahas Israel benar2 Bukan Manusia, tidak punya sedikit pun Kemanusiaan... Kelemahan kita Sebagai Muslim.. Negara Islam tidak  Bergerak krn dalam Cenkraman Sistem Kekuasaan Zionis, semg Israel Hancur krn KeZholiman Mereka sendiri Allahu Akbar.",0
2024-06-02T02:28:12Z,@ryanmarvino2572,"<a href=""https://www.youtube.com/watch?v=0cbvR_8Xtrk&amp;t=1380"">23:00</a> sistem unipolar 😢",0
2024-06-02T02:27:29Z,@dillahantuk4741,Jangan pembohong husin,1
2024-06-02T02:27:27Z,@shintaseptenias5035,masih banyak selebtiktok yang dukung palestina udah tau diboikot masih beli berbondong&quot;,0
2024-06-02T02:26:35Z,@arsopedia,Kasih tau permadi,0
2024-06-02T02:26:18Z,@adeismaya8271,Percuma CMN ngomong doang klo tidak ada aksi klo mengecam ya bertindakk,0
2024-06-02T02:24:19Z,@glorious-victory,"<a href=""https://www.youtube.com/watch?v=0cbvR_8Xtrk&amp;t=85"">1:25</a> Israel yg katanya memiliki teknologi yg canggih, tapi kok bisa gak sengaja menyerang pengungsi di Rafah<br><a href=""https://www.youtube.com/watch?v=0cbvR_8Xtrk&amp;t=137"">2:17</a> Kenapa tentara Israel sengaja menargetkan warga sipil<br><a href=""https://www.youtube.com/watch?v=0cbvR_8Xtrk&amp;t=476"">7:56</a> Kenapa akhirnya banyak warga Israel yg marah ke Netanyahu<br><a href=""https://www.youtube.com/watch?v=0cbvR_8Xtrk&amp;t=793"">13:13</a> Bagaimana kondisi masyarakat Palestina itu sendiri apakah masih ada perseteruan antara Hamas dan Fatah<br><a href=""https://www.youtube.com/watch?v=0cbvR_8Xtrk&amp;t=952"">15:52</a> Apakah Israel berkaitan dengan konflik Hamas dan Fatah yg pernah terjadi<br><a href=""https://www.youtube.com/watch?v=0cbvR_8Xtrk&amp;t=1093"">18:13</a> Apakah masyarakat Gaza sendiri ingin keluar dari wilayahnya<br><a href=""https://www.youtube.com/watch?v=0cbvR_8Xtrk&amp;t=1312"">21:52</a> Kenapa negara-negara Arab tidak berani melawan Amerika<br><a href=""https://www.youtube.com/watch?v=0cbvR_8Xtrk&amp;t=1482"">24:42</a> Perang seperti ini sudah tidak manusiawi lagi<br><a href=""https://www.youtube.com/watch?v=0cbvR_8Xtrk&amp;t=1542"">25:42</a> Masih banyak narasi-narasi lama Israel yg dipush ke masyarakat<br><a href=""https://www.youtube.com/watch?v=0cbvR_8Xtrk&amp;t=1588"">26:28</a> Konflik di Palestina ini sebenarnya isu tentang apa<br><a href=""https://www.youtube.com/watch?v=0cbvR_8Xtrk&amp;t=1799"">29:59</a> Perbedaan antara Yahudi dan Zionis<br><a href=""https://www.youtube.com/watch?v=0cbvR_8Xtrk&amp;t=2023"">33:43</a> Dampak penyerangan di Rafah<br><a href=""https://www.youtube.com/watch?v=0cbvR_8Xtrk&amp;t=2119"">35:19</a> Apa yg akan Netanyahu lakukan setelah ini",12
2024-06-02T02:22:25Z,@miongklok,orang yahudi itu menganggap non-yahudi adalah sub-human. itu interpretasi mereka atas kitab suci mereka.,0
2024-06-02T02:17:58Z,@CharlyBravo-pv2cd,SALAHKAN TERORIST HAMAZ YANG LUNCURKAN ROKET KE ISRAEL DARI RAFAH..,0
2024-06-02T02:17:14Z,@pramudyategarmahesa484,"<b>makasih om ded, bang Husein karena kalian mengadakan pod cast, bikin gw sadar. awalnya gw kira semua orang bersuara all eyes on Rafah itu ga begitu sadis, kejam &amp; gw ga bersuara tentang hal ini, tapi ketika gw denger smua pembicaraan kalian gw langsung bisa tersadar &amp; ingin bersuara mengenai ALL EYES ON RAFAH, thank you so much</b>",0
2024-06-02T02:15:38Z,@emakgaptek2029,baru kali ini liat pak Deddy tidak bisa berkata kata selama 23 detik,0
2024-06-02T02:14:30Z,@ay_dairahbakriyat4349,Dari awal kejadian soal gaza Dan pas ustd husain pulang ke indo yg paling ditunggu2 itu bliau hadir di podcast ini,0
2024-06-02T02:12:53Z,@fahmiilham9491,Mari kita satu doa kan untuk Palestina.. merdeka Palestina.,0
2024-06-02T02:11:49Z,@pu3tng782,Heran nya lagi kita yg berbondong&quot; boikot malah ada yg sengaja pamer makan mekdi😢😢😢,0
2024-06-02T02:10:47Z,@pramudyategarmahesa484,"<b>BOOMERANG BAGI NEGARANYA SENDIRI KARNA MEMBANTAI PULUHAN RIBU ORANG DI RAFAH, ALL EYES ON RAFAH</b> 🇦🇪🇦🇪🇮🇩🇮🇩",0
2024-06-02T02:09:30Z,@ronisangpemancing7113,alkhamdulilah om dedy mendatang kan husen gaza...narasumber yang otentik yang melihat langsung di lapangan,0
2024-06-02T02:07:25Z,@user-cp3ry4tu8y,Serangan 7 oktober disengaja atau direncana oleh palestina atau hamas 1500 korban.,0
2024-06-02T02:06:26Z,@LangitBiru_1,Sehat selalu ustadz Muhammad Husein terus berjuang untuk saudara2 kita di Palestina free free Palestine 🇯🇴🇯🇴,21
2024-06-02T14:42:55Z,@ImamBudianto-ry7eb,Aamiin,0
2024-06-02T02:04:30Z,@emakgaptek2029,"tugas jurnalis pak Deddy untuk kasus Palestina,  patut diberikan standing applause",0
2024-06-02T01:59:15Z,@syamsulrizal1091,Terima kasih om deddy sudah mengundang narsum yg benar2  tepat untuk membicarakan sikon di Gaza.,0
2024-06-02T01:59:14Z,@arronifaiz429,"Good Broe... sudah 1,6 Viewer.... Alhamdulillah 👍😊👍",1
2024-06-02T01:58:42Z,@pramudyategarmahesa484,"<b>biadab demi allah rasulullah, emang biada bajingan, gw gabisa ngomong apa&quot; pas bang Husein bilang kulit manusia orang palestina di perjual belikan</b>",0
2024-06-02T01:57:55Z,@ekahy110,"Sangat yakin, Palestina akan mnjadi negara terkuat dan pling sejahtera. Free Palestine",0
2024-06-02T01:55:24Z,@lilisari6055,Jadi apa yg bisa kita lakukan selain doa?sangat ingin mmbantu tp tidak tau caranya bagaimana,0
2024-06-02T01:53:52Z,@alexxxxx444,"sementara itu di tiktok banyak bocil fomo yang kebelet savege karna mempertanyakan kenapa harus bela palestina kenapa harus boikot bla bla bal, cuman karna ingin kelihatan berbeda 😂😂",0
2024-06-02T01:52:12Z,@supernovawords2225,"Israel menghancurkan Palestina.. tanpa sadar, mereka menghancurkan diri mereka sendiri. Kekokohan hati rakyat palestina sampai saat ini masih tetap sama. Sementara Israel, hancur lebur rakyatnya saling menyerang satu sama lain. Kuasa Allah.. Wallahu a&#39;lam bisshawab",0
2024-06-02T01:50:27Z,@sultoni1971,"manusia indonesia yang masih mendukung israel, sudah bukan manusia !!!",0
2024-06-02T01:47:54Z,@usengmercon4765,Palestine will be free,0
2024-06-02T01:47:01Z,@pramudyategarmahesa484,"<b>bang mau nanya, ketika bang Husein bilang. &quot;tentara isriwil itu frustasi karna mereka tidak bisa menemukan Hamas, lalu melampiaskan nya kepada warga sipil&quot; itu reaksi Hamas ketika tau hal itu sedih ga yh? and ada ga sih pikiran untuk para tentara Hamas lebih baik menyerah daripada harus terus warga sipil yg kena bantai para tentara isriwil, atau memang sebenarnya ada rasa untuk menyerah tapi slalu di dukung oleh penduduknya seperti penduduk Palestina bilang kepada para pejuang palestina untuk jangan menyerah &amp; kami siap menerima resikonya asal jangan ada kata menyerah untuk melawan zionis isriwil</b>",0
2024-06-02T01:43:28Z,@ziekagazy9333,"Seketika netes air mata ku saat Narasumber bilang apanyg diinginkan di Gaza, hanya ingin melihat senyum anak anak Gaza. Mereka perlu kedamaian...ya Allah kami memohon bantuan Mu yg Maha Kuasa.. aamiin",22
2024-06-02T01:41:15Z,@NurHayati-gy4vl,Free palestine..💪💪💪,0
2024-06-02T01:39:51Z,@Via-hb1ge,"Komennya pd kenapa deh😂 bukannya hal² kek gini emg ada, contohnya dulu ada unit 731 di China. Sains gk se simple itu, dibelakang layar sains itu kejam, gk masuk akal",0
2024-06-02T01:37:17Z,@costabl347,Jgn di kutuk karna anda skrang di kutuk😅,0
2024-06-02T01:36:03Z,@sitiraodah9101,Astagfirlohalazim,0
2024-06-02T01:35:06Z,@syahrulfajar4515,"Makasih om ded, sangat meng edukasi",0
2024-06-02T01:35:00Z,@yantosalim,Thanks for your information,0
2024-06-02T01:34:40Z,@muhammadisnaeni48,Netanyahu ini adalah perwakilan Dajjal.,0
2024-06-02T01:33:30Z,@jinlaut,Setelah Husein berbicara tanpa bukti nanti minta sumbangan 😂😂😂 bung Dedy harus jeli dan tidak cepat tergiring opini😂,0
2024-06-02T01:32:22Z,@tt-cv9tk,Humanity is in the edge of cliff,0
2024-06-02T01:31:31Z,@jinlaut,"Ada bukti Husein, asal ngawur ngidul",0
2024-06-02T01:30:50Z,@pexal3696,Palestina merdekaaaa✊✊✊🔥🔥🔥🎉,0
2024-06-02T01:30:37Z,@sanjayawauwau7046,Untuk info berimbang  bisa ga Om dedy undang Ibu Monick,0
2024-06-02T01:27:48Z,@user-yb6dk9dd8m,Ya Allah semoga Palestina cepat merdeka 🇯🇴,0
2024-06-02T01:26:31Z,@Fyzieee,Bang itu title videonya diitukar bang jadi All eyes on rafah jangan Allah eyes on rafah Allah tidak mempunyai mata tapi maha melihat,0
2024-06-02T01:23:13Z,@firmansyahmuhammad5211,"Jadi ada yang bilang negara Israel adalah negara yang baik hati tapi gmn yaa , dia yang paling perngaaruh di dunia, setelah China, inggris, USA,",0
2024-06-02T01:21:46Z,@0verkill,deddy corbuzzer: konten gaje,1
2024-06-02T01:21:10Z,@pitersim6268,"Deddy, jangan termakan hoax, Israel mengambil kulit manusia utk keperluan transplan kulit ? Fitnah itu !",0
2024-06-02T01:20:13Z,@user-nt6ck4pf9s,Di saat negera islam dan islam saling membantai kalian tutup mata<br>Tpi klau bedah agama kalian terlalu sok jdi manusiawi bngsaatttttt asuuu🤣🤣,0
